Countrycode	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	SamplingPoint	AirPollutant	AirPollutantCode	DataAggregationProcess	AirPollutionLevel	UnitOfAirPollutionLevel	DataCapture	DataCoverage	TimeCoverage	DatetimeBegin	DatetimeEnd	Validity	Verification
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	29.12882633	µg/m3	100	100	100	2013-05-18 00:00:00	2013-05-19 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	29.56321875	µg/m3	100	100	100	2013-06-28 00:00:00	2013-06-29 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	29.62356941	µg/m3	100	100	100	2013-02-04 00:00:00	2013-02-05 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	29.92134367	µg/m3	100	100	100	2013-04-18 00:00:00	2013-04-19 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	30.08515275	µg/m3	100	100	100	2013-06-24 00:00:00	2013-06-25 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	30.21182291	µg/m3	100	100	100	2013-05-30 00:00:00	2013-05-31 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	30.66146875	µg/m3	100	100	100	2013-05-23 00:00:00	2013-05-24 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	31.06734375	µg/m3	100	100	100	2013-06-20 00:00:00	2013-06-21 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	31.16350691	µg/m3	100	100	100	2013-05-27 00:00:00	2013-05-28 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	31.23314233	µg/m3	100	100	100	2013-05-03 00:00:00	2013-05-04 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	31.4486805	µg/m3	100	100	100	2013-05-15 00:00:00	2013-05-16 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	31.79221525	µg/m3	100	100	100	2013-05-21 00:00:00	2013-05-22 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	32.29359025	µg/m3	100	100	100	2013-05-29 00:00:00	2013-05-30 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	32.42092358	µg/m3	100	100	100	2013-04-29 00:00:00	2013-04-30 00:00:00	1	1
IE	http://erc.epa.ie/airquality/ipr	NET.IE001	STA.IE.IE001BP	IE001BP	SPO.IE.IE001BPSample1_9	NOX as NO2	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	P1D	32.53432983	µg/m3	100	100	100	2013-02-05 00:00:00	2013-02-06 00:00:00	1	1
